User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Agency,Agency ID,Followup Date,Estimated Completion Date,Description,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags
ingalls,"Cheboygan MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/cheboygan-county-16679/cheboygan-mi-civic-address-data-46196/,Cheboygan County,16679,Open Records,10409,2017-12-21,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,2,OpenAddresses US FOIA Data Collection,
ingalls,"Arenac MI, Civic Address Data",Fix Required,www.muckrock.com/foi/arenac-county-16669/arenac-mi-civic-address-data-46222/,Arenac County,16669,Open Records,10433,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,2,OpenAddresses US FOIA Data Collection,
ingalls,"Conway AR, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/conway-county-9596/conway-ar-civic-address-data-46272/,Conway County,9596,Conway County Open Records,10445,2017-12-09,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,2,OpenAddresses US FOIA Data Collection,
ingalls,"Mineral NV, Civic Address Data",Awaiting Response,www.muckrock.com/foi/mineral-county-22070/mineral-nv-civic-address-data-46284/,Mineral County,22070,Open Records,10457,2017-12-21,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,True,8,2,OpenAddresses US FOIA Data Collection,
ingalls,"Wexford MI, GIS Data Distribution",Awaiting Response,www.muckrock.com/foi/wexford-county-16746/wexford-mi-gis-data-distribution-46368/,Wexford County,16746,Open Records,10423,2017-12-21,,"Any and all records pertaining to the distribution, sharing, or purchase of the county's Parcel/Civic Address Layer

More specifically: 
- all emails between county employees regarding the purchase, sale, or distribution of the county's parcel/address GIS dataset.
- all emails between county employees and external entities regarding purchase, sale, or distribution of the county's parcel/address GIS dataset.
- all contracts between the county and external entities regarding the fees and license terms around the county's parcel/address GIS dataset.

Secondly all records, (emails, spreadsheets, etc) pertaining to the operating costs & budget for the ongoing updates and maintenance to the parcel/address GIS dataset.",,False,4,2,OpenAddresses US FOIA Data Collection,meta
ingalls,"Mecosta MI, Civic Address Data",Partially Completed,www.muckrock.com/foi/mecosta-county-16717/mecosta-mi-civic-address-data-46374/,Mecosta County,16717,Open Records,10481,2017-12-21,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,2,OpenAddresses US FOIA Data Collection,
ingalls,"Tuscola MI, Civic Address Data",Payment Required,www.muckrock.com/foi/tuscola-county-16742/tuscola-mi-civic-address-data-46381/,Tuscola County,16742,Open Records,10488,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,2,OpenAddresses US FOIA Data Collection,
ingalls,"Allegan MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/allegan-county-16666/allegan-mi-civic-address-data-46387/,Allegan County,16666,Open Records,10494,2018-01-03,2018-01-03,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,2,OpenAddresses US FOIA Data Collection,
ingalls,"Livingston MI, Civic Address Data",Fix Required,www.muckrock.com/foi/livingston-county-16710/livingston-mi-civic-address-data-46390/,Livingston County,16710,Open Records,10497,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,2,OpenAddresses US FOIA Data Collection,
ingalls,"Van Buren MI, Civic Address Data",Payment Required,www.muckrock.com/foi/van-buren-county-16743/van-buren-mi-civic-address-data-46395/,Van Buren County,16743,Open Records,10502,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,2,OpenAddresses US FOIA Data Collection,
ingalls,"St Joseph MI, Civic Address Data",Payment Required,www.muckrock.com/foi/st-joseph-county-16738/st-joseph-mi-civic-address-data-46398/,St Joseph County,16738,Open Records,10505,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,2,OpenAddresses US FOIA Data Collection,
ingalls,"Branch MI, Civic Address Data",Payment Required,www.muckrock.com/foi/branch-county-16675/branch-mi-civic-address-data-46400/,Branch County,16675,Open Records,10507,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,2,OpenAddresses US FOIA Data Collection,
ingalls,"Lake MI, GIS Data Distribution",Awaiting Response,www.muckrock.com/foi/lake-county-16706/lake-mi-gis-data-distribution-46423/,Lake County,16706,Open Records,10429,2017-12-26,2017-12-27,"Any and all records pertaining to the distribution, sharing, or purchase of the county's Parcel/Civic Address Layer

More specifically: 
- all emails between county employees regarding the purchase, sale, or distribution of the county's parcel/address GIS dataset.
- all emails between county employees and external entities regarding purchase, sale, or distribution of the county's parcel/address GIS dataset.
- all contracts between the county and external entities regarding the fees and license terms around the county's parcel/address GIS dataset.

Secondly all records, (emails, spreadsheets, etc) pertaining to the operating costs & budget for the ongoing updates and maintenance to the parcel/address GIS dataset.","FY18-033, EMRUFOIA113017-8",False,3,2,,meta
ingalls,Civic Address Dataset,Completed,www.muckrock.com/foi/huntingdon-county-27286/civic-address-dataset-46076/,Huntingdon County,27286,Open Records,10379,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,3,OpenAddresses US FOIA Data Collection,
ingalls,"Lake MI, Civic Address Data",Withdrawn,www.muckrock.com/foi/lake-county-16706/lake-mi-civic-address-data-46218/,Lake County,16706,Open Records,10429,2017-12-20,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,3,OpenAddresses US FOIA Data Collection,
ingalls,"Roscommon MI, Civic Address Data",No Responsive Documents,www.muckrock.com/foi/clay-county-9592/roscommon-mi-civic-address-data-46268/,Clay County,9592,Open Records,10441,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",18-00534,False,8,3,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Awaiting Response,www.muckrock.com/foi/susquehanna-county-27312/civic-address-dataset-46048/,Susquehanna County,27312,GIS Department,10361,2017-12-19,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,4,OpenAddresses US FOIA Data Collection,openaddresses
ingalls,Civic Address Dataset,Awaiting Response,www.muckrock.com/foi/bradford-27978/civic-address-dataset-46050/,Bradford,27978,Open Records,10362,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,4,OpenAddresses US FOIA Data Collection,
ingalls,Civic Address Dataset,Awaiting Response,www.muckrock.com/foi/indiana-county-27287/civic-address-dataset-46083/,Indiana County,27287,Open Records,10383,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.",,False,16,4,OpenAddresses US FOIA Data Collection,
ingalls,"Montmorency MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/montmorency-county-16723/montmorency-mi-civic-address-data-46201/,Montmorency County,16723,Open Records,10414,2017-12-19,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,
ingalls,"Alpena MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/alpena-county-16667/alpena-mi-civic-address-data-46202/,Alpena County,16667,Open Records,10415,2017-12-19,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,
ingalls,"Leelanau MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/leelanau-county-16708/leelanau-mi-civic-address-data-46203/,Leelanau County,16708,Open Records,10416,2017-12-19,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,
ingalls,"Crawford MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/crawford-county-16683/crawford-mi-civic-address-data-46206/,Crawford County,16683,Open Records,10419,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,
ingalls,"Manistee MI, Civic Address Data",Awaiting Response,www.muckrock.com/foi/manistee-county-16714/manistee-mi-civic-address-data-46211/,Manistee County,16714,Open Records,10422,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,
ingalls,"Wexford MI, Civic Address Data",Withdrawn,www.muckrock.com/foi/wexford-county-16746/wexford-mi-civic-address-data-46212/,Wexford County,16746,Open Records,10423,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,excessive fees
ingalls,"Ogemaw MI, Civic Address Data",Fix Required,www.muckrock.com/foi/ogemaw-county-16728/ogemaw-mi-civic-address-data-46215/,Ogemaw County,16728,Open Records,10426,,2018-01-03,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,
ingalls,"Mason MI, Civic Address Data",Completed,www.muckrock.com/foi/mason-county-16716/mason-mi-civic-address-data-46217/,Mason County,16716,Open Records,10428,2017-12-19,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,9,4,OpenAddresses US FOIA Data Collection,
ingalls,"Sierra CA, Civic Address Data",Awaiting Response,www.muckrock.com/foi/sierra-county-3068/sierra-ca-civic-address-data-46279/,Sierra County,3068,Open Records,10452,2017-12-19,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,True,8,4,OpenAddresses US FOIA Data Collection,
ingalls,"Siskiyou CA, Civic Address Data",Completed,www.muckrock.com/foi/siskiyou-county-3069/siskiyou-ca-civic-address-data-46280/,Siskiyou County,3069,Open Records,10453,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,8,4,OpenAddresses US FOIA Data Collection,
ingalls,"Isabella MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/isabella-county-16700/isabella-mi-civic-address-data-46375/,Isabella County,16700,Open Records,10482,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Midland MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/midland-county-16719/midland-mi-civic-address-data-46376/,Midland County,16719,GIS,10483,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Bay MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/bay-county-16672/bay-mi-civic-address-data-46377/,Bay County,16672,Open Records,10484,2017-12-13,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Huron MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/huron-county-16695/huron-mi-civic-address-data-46378/,Huron County,16695,Open Records,10485,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
ingalls,"Gratiot MI, Civic Address Data",Awaiting Acknowledgement,www.muckrock.com/foi/gratiot-county-16692/gratiot-mi-civic-address-data-46379/,Gratiot County,16692,Open Records,10486,,,"A Shapefile or CSV containing at minimum the Address Points (house # and street name) and their corresponding Latitude/Longitude. If additional data such as the Unit Number, City, Zipcode, Parcel Id exists they should be included as well.

If this cannot be accessed, the parcel file including situs address would suffice.

Other names for this include: E911 Address Database, Civic Address File, Parcel Dataset, Land Ownership Dataset, Tax Parcels, Address Points.

I also intent to publish the data via the OpenAddresses Publication platform and would request a waiver of fees for the request.",,False,2,4,OpenAddresses US FOIA Data Collection,
